Floor,Range,Beginning,Map,Text
4 East (South),68,NB133. T585,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),69,NB1810 .S3,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),70,NC1140 .N8,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),71,ND237 .W398,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),72,ND554 .R4,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),73,ND653 .G4,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),74,ND1928 .E33,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),75,NE2054.5 .R4,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),76,NK3700 .F3,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),77,NK8976.6 .A1,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
2A West,23,PG3476.P27,http://mulibraries.missouri.edu/images/maps/2AWest.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  Proceed straight across this room to the staircase.  Go up one flight."
2A West,22,PG3443.S82,http://mulibraries.missouri.edu/images/maps/2AWest.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  Proceed straight across this room to the staircase.  Go up one flight."
2A West,21,PG2950.H5,http://mulibraries.missouri.edu/images/maps/2AWest.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  Proceed straight across this room to the staircase.  Go up one flight."
2A West,20,PF3640.R3,http://mulibraries.missouri.edu/images/maps/2AWest.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  Proceed straight across this room to the staircase.  Go up one flight."
2A West,19,PE3102.N42,http://mulibraries.missouri.edu/images/maps/2AWest.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  Proceed straight across this room to the staircase.  Go up one flight."
2A West,18,PE1128.A2,http://mulibraries.missouri.edu/images/maps/2AWest.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  Proceed straight across this room to the staircase.  Go up one flight."
2A West,17,PD2627.H3,http://mulibraries.missouri.edu/images/maps/2AWest.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  Proceed straight across this room to the staircase.  Go up one flight."
2A West,16,PC4008.B8,http://mulibraries.missouri.edu/images/maps/2AWest.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  Proceed straight across this room to the staircase.  Go up one flight."
2A West,15,PC2002.F7,http://mulibraries.missouri.edu/images/maps/2AWest.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  Proceed straight across this room to the staircase.  Go up one flight."
2A West,14,PC3.R73,http://mulibraries.missouri.edu/images/maps/2AWest.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  Proceed straight across this room to the staircase.  Go up one flight."
2A West,13,PB6.M6,http://mulibraries.missouri.edu/images/maps/2AWest.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  Proceed straight across this room to the staircase.  Go up one flight."
2A West,12,PA8511.A5,http://mulibraries.missouri.edu/images/maps/2AWest.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  Proceed straight across this room to the staircase.  Go up one flight."
2A West,11,PA6452.A2,http://mulibraries.missouri.edu/images/maps/2AWest.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  Proceed straight across this room to the staircase.  Go up one flight."
2A West,10,PA4450.R4,http://mulibraries.missouri.edu/images/maps/2AWest.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  Proceed straight across this room to the staircase.  Go up one flight."
2A West,9,PA3897.E5,http://mulibraries.missouri.edu/images/maps/2AWest.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  Proceed straight across this room to the staircase.  Go up one flight."
2A West,8,PA2893.P6,http://mulibraries.missouri.edu/images/maps/2AWest.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  Proceed straight across this room to the staircase.  Go up one flight."
2A West,7,PA12.R4,http://mulibraries.missouri.edu/images/maps/2AWest.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  Proceed straight across this room to the staircase.  Go up one flight."
2A West,6,PA3.G6,http://mulibraries.missouri.edu/images/maps/2AWest.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  Proceed straight across this room to the staircase.  Go up one flight."
2A West,5,P501.I4,http://mulibraries.missouri.edu/images/maps/2AWest.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  Proceed straight across this room to the staircase.  Go up one flight."
2A West,4,P118.P484,http://mulibraries.missouri.edu/images/maps/2AWest.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  Proceed straight across this room to the staircase.  Go up one flight."
2A West,3,P49.P74,http://mulibraries.missouri.edu/images/maps/2AWest.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  Proceed straight across this room to the staircase.  Go up one flight."
2A West,2,P9.R12,http://mulibraries.missouri.edu/images/maps/2AWest.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  Proceed straight across this room to the staircase.  Go up one flight."
2A West,1,P1.A1,http://mulibraries.missouri.edu/images/maps/2AWest.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  Proceed straight across this room to the staircase.  Go up one flight."
2 East (North),16,HM59 .P25,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),17,HM281 .M27,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),18,HN65. H63,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),19,HN980 .E88,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),20,HQ535 .C38,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),21,HQ768 .S49,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),22,HQ1088 .J67,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),23,HQ1426. R33,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),24,HT147 .I5 M64,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),25,HV1 .C63,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),26,HV97 .U5 W4,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),27,HV2510 .A5,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),28,HV6546 .H44,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),29,HX1.S74,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),30,J11 .R4,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),31,J11 .R4,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),32,J87 .M8,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),33,J301 .K22,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),34,JA1 .A1 I6,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),35,JA14 .P632,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),36,JC355 .F382,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),37,JK1 .C15,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),38,JK1096 .B4,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),39,JN101 .J6,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),40,JS39 .N274,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),41,JX120 .C6,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),42,JX1405 .U5,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),43,JX1977 .A37 Y68,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),44,K.P179 M,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),45,KF101 .U58,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),46,KF4290 .L39,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),47,L11 .A25,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),48,L11 .J62,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),49,L13 .F315,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (North),50,L901 .P3,http://mulibraries.missouri.edu/images/maps/2EastN.gif,"Elevator: choose 2.  Go right through the doorway marked 2 East.  The book stacks on your left are located in 2 East (North)."
2 East (South),94,PS3505 .A315 .Z72,http://mulibraries.missouri.edu/images/maps/2EastS.gif,"Elevator: choose 2R.  Go left towards the book stacks. The book stacks on your right are located in 2 East (South)."
2 East (South),130,QH83 .B552,http://mulibraries.missouri.edu/images/maps/2EastS.gif,"Elevator: choose 2R.  Go left towards the book stacks. The book stacks on your right are located in 2 East (South)."
2 East (South),131,QH197 .B35,http://mulibraries.missouri.edu/images/maps/2EastS.gif,"Elevator: choose 2R.  Go left towards the book stacks. The book stacks on your right are located in 2 East (South)."
2 East (South),132,QH301 .B38,http://mulibraries.missouri.edu/images/maps/2EastS.gif,"Elevator: choose 2R.  Go left towards the book stacks. The book stacks on your right are located in 2 East (South)."
2 East (South),133,QH301 .J667,http://mulibraries.missouri.edu/images/maps/2EastS.gif,"Elevator: choose 2R.  Go left towards the book stacks. The book stacks on your right are located in 2 East (South)."
2 East (South),134,QH324.9 .X2 .W67,http://mulibraries.missouri.edu/images/maps/2EastS.gif,"Elevator: choose 2R.  Go left towards the book stacks. The book stacks on your right are located in 2 East (South)."
2 East (South),135,QH431 .G43,http://mulibraries.missouri.edu/images/maps/2EastS.gif,"Elevator: choose 2R.  Go left towards the book stacks. The book stacks on your right are located in 2 East (South)."
2 East (South),136,QH506 .L4,http://mulibraries.missouri.edu/images/maps/2EastS.gif,"Elevator: choose 2R.  Go left towards the book stacks. The book stacks on your right are located in 2 East (South)."
2 East (South),137,QH541.5 .L3 .C36,http://mulibraries.missouri.edu/images/maps/2EastS.gif,"Elevator: choose 2R.  Go left towards the book stacks. The book stacks on your right are located in 2 East (South)."
2 East (South),138,QH600.3 .M35,http://mulibraries.missouri.edu/images/maps/2EastS.gif,"Elevator: choose 2R.  Go left towards the book stacks. The book stacks on your right are located in 2 East (South)."
2 East (South),139,QK1 .C21,http://mulibraries.missouri.edu/images/maps/2EastS.gif,"Elevator: choose 2R.  Go left towards the book stacks. The book stacks on your right are located in 2 East (South)."
2 East (South),140,QK1 .P73,http://mulibraries.missouri.edu/images/maps/2EastS.gif,"Elevator: choose 2R.  Go left towards the book stacks. The book stacks on your right are located in 2 East (South)."
2 East (South),141,QK570.2 .M34,http://mulibraries.missouri.edu/images/maps/2EastS.gif,"Elevator: choose 2R.  Go left towards the book stacks. The book stacks on your right are located in 2 East (South)."
2 East (South),142,QK830 .P48,http://mulibraries.missouri.edu/images/maps/2EastS.gif,"Elevator: choose 2R.  Go left towards the book stacks. The book stacks on your right are located in 2 East (South)."
2 East (South),143,QL1 .J68 28,http://mulibraries.missouri.edu/images/maps/2EastS.gif,"Elevator: choose 2R.  Go left towards the book stacks. The book stacks on your right are located in 2 East (South)."
2 Central,1,QL100 .C34,http://mulibraries.missouri.edu/images/maps/2central.gif,"Elevator: choose 2R.  Go left towards the book stacks.  Take the first right through the book stacks.  Take the next right and proceed until you come to a door marked 2 Central. Go through the doorway.  You are now in 2 Central."
2 Central,2,QL461 .A38 56,http://mulibraries.missouri.edu/images/maps/2central.gif,"Elevator: choose 2R.  Go left towards the book stacks.  Take the first right through the book stacks.  Take the next right and proceed until you come to a door marked 2 Central. Go through the doorway.  You are now in 2 Central."
2 Central,3,QL461 .E98 57,http://mulibraries.missouri.edu/images/maps/2central.gif,"Elevator: choose 2R.  Go left towards the book stacks.  Take the first right through the book stacks.  Take the next right and proceed until you come to a door marked 2 Central. Go through the doorway.  You are now in 2 Central."
2 Central,4,QL542 .K57,http://mulibraries.missouri.edu/images/maps/2central.gif,"Elevator: choose 2R.  Go left towards the book stacks.  Take the first right through the book stacks.  Take the next right and proceed until you come to a door marked 2 Central. Go through the doorway.  You are now in 2 Central."
2 Central,5,QL671 .I2,http://mulibraries.missouri.edu/images/maps/2central.gif,"Elevator: choose 2R.  Go left towards the book stacks.  Take the first right through the book stacks.  Take the next right and proceed until you come to a door marked 2 Central. Go through the doorway.  You are now in 2 Central."
2 Central,6,QL737 .P9 .P6723,http://mulibraries.missouri.edu/images/maps/2central.gif,"Elevator: choose 2R.  Go left towards the book stacks.  Take the first right through the book stacks.  Take the next right and proceed until you come to a door marked 2 Central. Go through the doorway.  You are now in 2 Central."
2 Central,7,QL951 .J57,http://mulibraries.missouri.edu/images/maps/2central.gif,"Elevator: choose 2R.  Go left towards the book stacks.  Take the first right through the book stacks.  Take the next right and proceed until you come to a door marked 2 Central. Go through the doorway.  You are now in 2 Central."
2 Central,8,QP301 .N45,http://mulibraries.missouri.edu/images/maps/2central.gif,"Elevator: choose 2R.  Go left towards the book stacks.  Take the first right through the book stacks.  Take the next right and proceed until you come to a door marked 2 Central. Go through the doorway.  You are now in 2 Central."
2 Central,9,QP501 .A77,http://mulibraries.missouri.edu/images/maps/2central.gif,"Elevator: choose 2R.  Go left towards the book stacks.  Take the first right through the book stacks.  Take the next right and proceed until you come to a door marked 2 Central. Go through the doorway.  You are now in 2 Central."
2 Central,10,QP501 .J7 21,http://mulibraries.missouri.edu/images/maps/2central.gif,"Elevator: choose 2R.  Go left towards the book stacks.  Take the first right through the book stacks.  Take the next right and proceed until you come to a door marked 2 Central. Go through the doorway.  You are now in 2 Central."
2 Central,11,QP535 .M4 .M364,http://mulibraries.missouri.edu/images/maps/2central.gif,"Elevator: choose 2R.  Go left towards the book stacks.  Take the first right through the book stacks.  Take the next right and proceed until you come to a door marked 2 Central. Go through the doorway.  You are now in 2 Central."
2 Central,12,QP702 .P6 .S76,http://mulibraries.missouri.edu/images/maps/2central.gif,"Elevator: choose 2R.  Go left towards the book stacks.  Take the first right through the book stacks.  Take the next right and proceed until you come to a door marked 2 Central. Go through the doorway.  You are now in 2 Central."
2 Central,13,QR1 .R47,http://mulibraries.missouri.edu/images/maps/2central.gif,"Elevator: choose 2R.  Go left towards the book stacks.  Take the first right through the book stacks.  Take the next right and proceed until you come to a door marked 2 Central. Go through the doorway.  You are now in 2 Central."
2 Central,14,R728.5 .D73,http://mulibraries.missouri.edu/images/maps/2central.gif,"Elevator: choose 2R.  Go left towards the book stacks.  Take the first right through the book stacks.  Take the next right and proceed until you come to a door marked 2 Central. Go through the doorway.  You are now in 2 Central."
2 Central,15,RA965 .G55,http://mulibraries.missouri.edu/images/maps/2central.gif,"Elevator: choose 2R.  Go left towards the book stacks.  Take the first right through the book stacks.  Take the next right and proceed until you come to a door marked 2 Central. Go through the doorway.  You are now in 2 Central."
2 Central,16,RC423 .M26,http://mulibraries.missouri.edu/images/maps/2central.gif,"Elevator: choose 2R.  Go left towards the book stacks.  Take the first right through the book stacks.  Take the next right and proceed until you come to a door marked 2 Central. Go through the doorway.  You are now in 2 Central."
2 Central,17,RC480.5 .S77,http://mulibraries.missouri.edu/images/maps/2central.gif,"Elevator: choose 2R.  Go left towards the book stacks.  Take the first right through the book stacks.  Take the next right and proceed until you come to a door marked 2 Central. Go through the doorway.  You are now in 2 Central."
2 Central,18,RC552 .A5 .T33,http://mulibraries.missouri.edu/images/maps/2central.gif,"Elevator: choose 2R.  Go left towards the book stacks.  Take the first right through the book stacks.  Take the next right and proceed until you come to a door marked 2 Central. Go through the doorway.  You are now in 2 Central."
2 Central,19,RC961 .C87,http://mulibraries.missouri.edu/images/maps/2central.gif,"Elevator: choose 2R.  Go left towards the book stacks.  Take the first right through the book stacks.  Take the next right and proceed until you come to a door marked 2 Central. Go through the doorway.  You are now in 2 Central."
2 Central,20,RJ506 .L4 .R67,http://mulibraries.missouri.edu/images/maps/2central.gif,"Elevator: choose 2R.  Go left towards the book stacks.  Take the first right through the book stacks.  Take the next right and proceed until you come to a door marked 2 Central. Go through the doorway.  You are now in 2 Central."
2 West,1,S1 .A16,http://mulibraries.missouri.edu/images/maps/2west.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  You are now in 2 West."
2 West,2,S3 .E87,http://mulibraries.missouri.edu/images/maps/2west.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  You are now in 2 West."
2 West,3,S21 .A46,http://mulibraries.missouri.edu/images/maps/2west.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  You are now in 2 West."
2 West,4,S39. E27,http://mulibraries.missouri.edu/images/maps/2west.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  You are now in 2 West."
2 West,5,S81 .E4,http://mulibraries.missouri.edu/images/maps/2west.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  You are now in 2 West."
2 West,6,S113 .E47,http://mulibraries.missouri.edu/images/maps/2west.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  You are now in 2 West."
2 West,7,S494.5 .D3 .N15,http://mulibraries.missouri.edu/images/maps/2west.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  You are now in 2 West."
2 West,8,S583 .A3 30,http://mulibraries.missouri.edu/images/maps/2west.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  You are now in 2 West."
2 West,9,S590 .S4466,http://mulibraries.missouri.edu/images/maps/2west.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  You are now in 2 West."
2 West,10,S627 .C76 .G73,http://mulibraries.missouri.edu/images/maps/2west.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  You are now in 2 West."
2 West,11,SB133 .P55,http://mulibraries.missouri.edu/images/maps/2west.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  You are now in 2 West."
2 West,12,SB187 .I6 .A36,http://mulibraries.missouri.edu/images/maps/2west.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  You are now in 2 West."
2 West,13,SB357 .L2313,http://mulibraries.missouri.edu/images/maps/2west.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  You are now in 2 West."
2 West,14,SB469.4 .A2 .R62,http://mulibraries.missouri.edu/images/maps/2west.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  You are now in 2 West."
2 West,15,SB599 .R4 18,http://mulibraries.missouri.edu/images/maps/2west.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  You are now in 2 West."
2 West,16,SB931 .W44,http://mulibraries.missouri.edu/images/maps/2west.gif,"Elevator: choose 2R. Go left towards the book stacks. Take the first available right through the book stacks. Take the next available right and proceed until you come to a door marked 2 Central. Go through the doorway. Proceed straight across the room through the doorway marked 2 West.  You are now in 2 West."
